variant,sample_id,action,prompt,masked_pixel_accuracy,nonmask_equality_after_copyback,palette_validity_raw,palette_validity_snapped,nearest_palette_distance_mean_raw,nearest_palette_distance_p95_raw,object_count_f1,instance_precision,instance_recall,instance_f1,extra_component_count,allowed_label_violation_count,raw_unique_palette_ids_after_nearest,copyback_unique_palette_ids,target_object_iou,target_object_iou_inside_mask,source_object_iou,source_remaining_pixels_inside_mask,action_specific_iou,edit_success,white_region_floor_or_target_accuracy,source_removed_or_replaced,old_region_target_pixels,old_region_cleared,new_region_target_present
oracle_copyback,add_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-4_16,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one wardrobe in the target_region usi",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
I_bad,add_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-4_16,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one wardrobe in the target_region usi",0.42766122766122766,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,0,6,6,1.0,1.0,,,1.0,False,,,,,
random_fixed_palette,add_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-4_16,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one wardrobe in the target_region usi",0.027195027195027196,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,4713,26,26,1.0,1.0,,,1.0,False,,,,,
I_target,add_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-0_18,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one double_bed in the target_region u",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
oracle_copyback,add_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-0_18,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one double_bed in the target_region u",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
I_bad,add_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-0_18,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one double_bed in the target_region u",0.2581184086874804,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,1.0,1.0,,,1.0,False,,,,,
random_fixed_palette,add_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-0_18,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one double_bed in the target_region u",0.02542549859037277,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,12140,26,26,1.0,1.0,,,1.0,False,,,,,
I_target,add_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-1_0,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one children_cabinet in the target_re",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
oracle_copyback,add_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-1_0,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one children_cabinet in the target_re",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
I_bad,add_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-1_0,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one children_cabinet in the target_re",0.4202307009760426,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,1.0,1.0,,,1.0,False,,,,,
random_fixed_palette,add_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-1_0,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one children_cabinet in the target_re",0.027684117125110912,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,4152,26,26,1.0,1.0,,,1.0,False,,,,,
I_target,add_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-5_8,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one nightstand in the target_region u",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
oracle_copyback,add_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-5_8,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one nightstand in the target_region u",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
I_bad,add_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-5_8,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one nightstand in the target_region u",0.5934959349593496,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,0,7,7,1.0,1.0,,,1.0,False,,,,,
random_fixed_palette,add_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-5_8,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one nightstand in the target_region u",0.019308943089430895,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,1412,26,26,0.0,0.0,,,0.0,False,,,,,
I_target,add_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-6_14,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one nightstand in the target_region u",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
oracle_copyback,add_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-6_14,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one nightstand in the target_region u",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,,,1.0,True,,,,,
I_bad,add_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-6_14,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one nightstand in the target_region u",0.5934959349593496,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,0,7,7,1.0,1.0,,,1.0,False,,,,,
random_fixed_palette,add_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-6_14,ADD,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. ADD: paint exactly one nightstand in the target_region u",0.02032520325203252,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,1388,26,26,0.0,0.0,,,0.0,False,,,,,
I_target,remove_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-0_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing dressing_tabl",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-0_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing dressing_tabl",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-0_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing dressing_tabl",0.5091663784157731,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,0.8,1.0,0.8888888888888888,1,1419,7,7,,,0.0,1419,0.5091663784157731,False,0.5091663784157731,False,,,
random_fixed_palette,remove_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-0_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing dressing_tabl",0.024904877205119337,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,2202,26,26,,,0.0,98,0.024904877205119337,False,0.024904877205119337,False,,,
I_target,remove_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-2_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing stool to vali",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-2_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing stool to vali",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-2_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing stool to vali",0.6105263157894737,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,777,7,7,,,1.0,0,0.6105263157894737,False,0.6105263157894737,True,,,
random_fixed_palette,remove_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-2_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing stool to vali",0.02355889724310777,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1507,26,26,,,0.9908691834942932,52,0.02355889724310777,False,0.02355889724310777,False,,,
I_target,remove_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-3_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-3_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-3_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",0.32673267326732675,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,12240,7,7,,,1.0,0,0.32673267326732675,False,0.32673267326732675,True,,,
random_fixed_palette,remove_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_remove-3_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",0.026237623762376237,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,13401,26,26,,,1.0,0,0.026237623762376237,False,0.026237623762376237,True,,,
I_target,remove_004_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-0_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_004_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-0_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_004_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-0_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",0.20915032679738563,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,16940,5,5,,,1.0,0,0.20915032679738563,False,0.20915032679738563,True,,,
random_fixed_palette,remove_004_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-0_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",0.0273109243697479,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,16358,26,26,,,1.0,0,0.0273109243697479,False,0.0273109243697479,True,,,
I_target,remove_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-2_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing wardrobe to v",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-2_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing wardrobe to v",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-2_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing wardrobe to v",0.792778649921507,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,,,1.0,0,0.792778649921507,False,0.792778649921507,True,,,
random_fixed_palette,remove_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-2_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing wardrobe to v",0.025974025974025976,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,5107,26,26,,,1.0,0,0.025974025974025976,False,0.025974025974025976,True,,,
I_target,remove_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-3_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-3_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-3_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.5858485898070263,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.75,1.0,0.8571428571428571,1,837,5,5,,,1.0,0,0.5858485898070263,False,0.5858485898070263,True,,,
random_fixed_palette,remove_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-3_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.02177140029688273,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1563,26,26,,,0.0,37,0.02177140029688273,False,0.02177140029688273,False,,,
I_target,remove_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-4_14,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-4_14,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-4_14,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.5802707930367504,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.75,1.0,0.8571428571428571,1,868,5,5,,,1.0,0,0.5802707930367504,False,0.5802707930367504,True,,,
random_fixed_palette,remove_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-4_14,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.022727272727272728,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1590,26,26,,,0.0,47,0.022727272727272728,False,0.022727272727272728,False,,,
I_target,remove_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-5_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing tv_stand to v",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-5_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing tv_stand to v",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-5_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing tv_stand to v",0.496,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.75,1.0,0.8571428571428571,1,2016,5,5,,,1.0,0,0.496,False,0.496,True,,,
random_fixed_palette,remove_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_remove-5_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing tv_stand to v",0.026,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,3045,26,26,,,0.0,93,0.026,False,0.026,False,,,
I_target,remove_009_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-0_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,3,3,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_009_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-0_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,3,3,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_009_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-0_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",0.26755244755244756,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,20948,4,4,,,1.0,0,0.26755244755244756,False,0.26755244755244756,True,,,
random_fixed_palette,remove_009_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-0_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",0.025104895104895105,1.0,1.0,1.0,0.0,0.0,0.8,1.0,0.6666666666666666,0.8,0,21082,26,26,,,1.0,0,0.025104895104895105,False,0.025104895104895105,True,,,
I_target,remove_010_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-1_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_010_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-1_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_010_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-1_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.5830903790087464,1.0,1.0,1.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.8,1,858,4,4,,,1.0,0,0.5830903790087464,False,0.5830903790087464,True,,,
random_fixed_palette,remove_010_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-1_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.02478134110787172,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1576,26,26,,,0.0,64,0.02478134110787172,False,0.02478134110787172,False,,,
I_target,remove_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-2_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,,,1.0,0,1.0,True,1.0,True,,,
