action,sample_id,image,blockwise_controlnet_image,blockwise_controlnet_inpaint_mask,image_exists,control_image_exists,mask_exists,prompt_nonempty,mask_unique_values,mask_binary,mask_area_px,changed_pixels_inside_mask,changed_pixels_outside_mask,changed_ratio_inside_mask,inside_change_ok,outside_equality_ok,status,fail_flags
REPLACE,replace_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20/control_mask.png,True,True,True,True,"[0, 255]",True,28600,4986,0,0.17433566433566433,True,True,PASS,
REPLACE,replace_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,4260,2260,0,0.5305164319248826,True,True,PASS,
REPLACE,replace_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10/control_mask.png,True,True,True,True,"[0, 255]",True,4260,2260,0,0.5305164319248826,True,True,PASS,
REPLACE,replace_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,4485,864,0,0.19264214046822742,True,True,PASS,
REPLACE,replace_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6/control_mask.png,True,True,True,True,"[0, 255]",True,4485,864,0,0.19264214046822742,True,True,PASS,
REPLACE,replace_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,7173,1222,0,0.17036107625819044,True,True,PASS,
REPLACE,replace_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18/control_mask.png,True,True,True,True,"[0, 255]",True,7173,1222,0,0.17036107625819044,True,True,PASS,
REPLACE,replace_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,19154,4230,0,0.22084159966586614,True,True,PASS,
REPLACE,replace_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20/control_mask.png,True,True,True,True,"[0, 255]",True,19154,4230,0,0.22084159966586614,True,True,PASS,
TRANSLATE,translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,4897,2236,0,0.4566060853583827,True,True,PASS,
TRANSLATE,translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/control_mask.png,True,True,True,True,"[0, 255]",True,4897,2236,0,0.4566060853583827,True,True,PASS,
TRANSLATE,translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3990,1554,0,0.3894736842105263,True,True,PASS,
TRANSLATE,translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/control_mask.png,True,True,True,True,"[0, 255]",True,3990,1554,0,0.3894736842105263,True,True,PASS,
TRANSLATE,translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3572,1364,0,0.3818589025755879,True,True,PASS,
TRANSLATE,translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2/control_mask.png,True,True,True,True,"[0, 255]",True,3572,1364,0,0.3818589025755879,True,True,PASS,
TRANSLATE,translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3619,1395,0,0.3854655982315557,True,True,PASS,
TRANSLATE,translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16/control_mask.png,True,True,True,True,"[0, 255]",True,3619,1395,0,0.3854655982315557,True,True,PASS,
TRANSLATE,translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,7400,3528,0,0.47675675675675677,True,True,PASS,
TRANSLATE,translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22/control_mask.png,True,True,True,True,"[0, 255]",True,7400,3528,0,0.47675675675675677,True,True,PASS,
TRANSLATE,translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,38896,19812,0,0.5093582887700535,True,True,PASS,
TRANSLATE,translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22/control_mask.png,True,True,True,True,"[0, 255]",True,38896,19812,0,0.5093582887700535,True,True,PASS,
TRANSLATE,translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3444,1300,0,0.37746806039488967,True,True,PASS,
TRANSLATE,translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2/control_mask.png,True,True,True,True,"[0, 255]",True,3444,1300,0,0.37746806039488967,True,True,PASS,
TRANSLATE,translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3444,1300,0,0.37746806039488967,True,True,PASS,
TRANSLATE,translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6/control_mask.png,True,True,True,True,"[0, 255]",True,3444,1300,0,0.37746806039488967,True,True,PASS,
TRANSLATE,translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,8473,4003,0,0.47244187418859906,True,True,PASS,
TRANSLATE,translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8/control_mask.png,True,True,True,True,"[0, 255]",True,8473,4003,0,0.47244187418859906,True,True,PASS,
TRANSLATE,translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3648,1408,0,0.38596491228070173,True,True,PASS,
TRANSLATE,translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12/control_mask.png,True,True,True,True,"[0, 255]",True,3648,1408,0,0.38596491228070173,True,True,PASS,
ADD,add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/control_mask.png,True,True,True,True,"[0, 255]",True,2891,1419,0,0.4908336215842269,True,True,PASS,
ADD,add_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-2_8,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-2_8/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-2_8/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-2_8/control_mask.png,True,True,True,True,"[0, 255]",True,1995,777,0,0.3894736842105263,True,True,PASS,
